Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Group,MRP_per_unit_Weight,Outlet_Age,Item_Category,Outlet_Age_Binned,Outlet_Total_Sales,Outlet_Identifier_Encoded,Outlet_Type_Encoded,Outlet_Size_Encoded,Outlet_Location_Type_Encoded,Outlet_Age_Encoded,Outlet_Age_Binned_Encoded,OutletType_Size,OutletType_Location,OutletType_AgeBinned,OutletSize_AgeBinned,OutletLocation_AgeBinned,OutletType_Size_Encoded,OutletType_Location_Encoded,OutletType_AgeBinned_Encoded,OutletSize_AgeBinned_Encoded,OutletLocation_AgeBinned_Encoded
FDM20,10.0,Low Fat,0.038653608,Fruits and Vegetables,246.9144,OUT018,2009,Medium,Tier 3,Supermarket Type2,3185.1872,FD,24.69144,0,Food,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
FDV27,7.97,Regular,0.040071131,Meat,87.3514,OUT045,2002,Small,Tier 2,Supermarket Type1,1062.6168,FD,10.960025094102885,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDF09,6.215,Low Fat,0.012090074,Fruits and Vegetables,38.2848,OUT027,1985,Medium,Tier 3,Supermarket Type3,484.7024,FD,6.1600643604183425,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDY40,15.5,Regular,0.15028599,Frozen Foods,51.0692,OUT019,1985,Small,Tier 1,Grocery Store,147.8076,FD,3.294787096774194,24,Food,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDY45,17.5,Low Fat,0.026015519,Snack Foods,255.8356,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356,FD,14.619177142857144,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDC46,17.7,Low Fat,0.195068226,Snack Foods,185.4266,OUT010,1998,Small,Tier 3,Grocery Store,184.4266,FD,10.476079096045199,11,Food,Moderate,188340.1724,188340.1724,368034.266,8958743.1406,7636752.632,188340.1724,2306735.3406,Grocery Store_Small,Grocery Store_Tier 3,Grocery Store_Moderate,Small_Moderate,Tier 3_Moderate,368034.266,188340.1724,188340.1724,2306735.3406,188340.1724
FDH19,19.35,Low Fat,0.033082215,Meat,172.5738,OUT035,2004,Small,Tier 2,Supermarket Type1,4865.6664,FD,8.918542635658914,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDZ03,13.65,Regular,0.078946455,Dairy,186.024,OUT045,2002,Small,Tier 2,Supermarket Type1,1118.544,FD,13.628131868131868,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
DRH37,17.6,Low Fat,0.041700756,Soft Drinks,164.8526,OUT045,2002,Small,Tier 2,Supermarket Type1,2302.3364,DR,9.366624999999999,7,Drinks,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCI17,8.645,Low Fat,0.143422643,Health and Hygiene,95.841,OUT046,1997,Small,Tier 1,Supermarket Type1,2027.361,NC,11.086292654713708,12,Non-Consumable,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDJ58,15.6,Regular,0.105296072,Snack Foods,170.1764,OUT046,1997,Small,Tier 1,Supermarket Type1,3435.528,FD,10.90874358974359,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDL12,15.85,Regular,0.121531501,Baking Goods,59.222,OUT013,1987,High,Tier 3,Supermarket Type1,599.22,FD,3.7364037854889594,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDH35,18.25,Low Fat,0.0602704,Starchy Foods,164.7526,OUT045,2002,Small,Tier 2,Supermarket Type1,4604.6728,FD,9.027539726027397,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDG02,7.855,Low Fat,0.011324862,Canned,189.6188,OUT017,2007,Small,Tier 2,Supermarket Type1,2285.0256,FD,24.13988542329726,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCZ18,7.825,Low Fat,0.186357148,Household,254.3698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5580.7356,NC,32.50732268370607,10,Non-Consumable,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDC29,8.39,Regular,0.024205661,Frozen Foods,114.0176,OUT046,1997,Small,Tier 1,Supermarket Type1,2290.352,FD,13.589702026221692,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDQ10,12.85,Low Fat,0.033230816,Snack Foods,172.3422,OUT049,1999,Medium,Tier 1,Supermarket Type1,1207.0954,FD,13.411844357976653,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDN48,13.35,Low Fat,0.113720344,Baking Goods,89.9804,OUT019,1985,Small,Tier 1,Grocery Store,643.1628,FD,6.740104868913858,24,Food,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDL04,19.0,Low Fat,0.112556507,Frozen Foods,104.9622,OUT017,2007,Small,Tier 2,Supermarket Type1,1587.933,FD,5.524326315789473,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDV25,5.905,Low Fat,0.04572322,Canned,222.5456,OUT045,2002,Small,Tier 2,Supermarket Type1,5305.0944,FD,37.68765453005927,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDD58,7.76,Low Fat,0.059352241,Snack Foods,101.87,OUT046,1997,Small,Tier 1,Supermarket Type1,1697.79,FD,13.12757731958763,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDN04,11.8,Regular,0.014087057,Frozen Foods,180.3344,OUT046,1997,Small,Tier 1,Supermarket Type1,1427.4752,FD,15.28257627118644,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDV45,16.75,Low Fat,0.045230944,Snack Foods,187.9556,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89,FD,11.221229850746269,0,Food,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
NCL18,18.85,Low Fat,0.1977458405,Household,194.6136,OUT019,1985,Small,Tier 1,Grocery Store,583.2408,NC,10.324328912466843,24,Non-Consumable,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDR12,12.6,Regular,0.031382044,Baking Goods,171.3764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3091.9752,FD,13.601301587301586,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDG20,15.5,Regular,0.12639886,Fruits and Vegetables,177.0028,OUT017,2007,Small,Tier 2,Supermarket Type1,2479.4392,FD,11.419535483870968,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDZ55,6.055,Low Fat,0.025403898,Fruits and Vegetables,160.992,OUT035,2004,Small,Tier 2,Supermarket Type1,2716.464,FD,26.58827415359207,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDQ49,20.2,Regular,0.039057677,Breakfast,155.963,OUT027,1985,Medium,Tier 3,Supermarket Type3,3285.723,FD,7.720940594059406,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDN33,6.305,Regular,0.123115764,Snack Foods,95.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,661.8052,FD,15.169484536082475,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDN27,20.85,Low Fat,0.039624006,Meat,117.2808,OUT049,1999,Medium,Tier 1,Supermarket Type1,1523.3504,FD,5.6249784172661865,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDW20,20.75,Low Fat,0.040421193,Fruits and Vegetables,122.173,OUT010,1998,Small,Tier 3,Grocery Store,369.519,FD,5.887855421686747,11,Food,Moderate,188340.1724,188340.1724,368034.266,8958743.1406,7636752.632,188340.1724,2306735.3406,Grocery Store_Small,Grocery Store_Tier 3,Grocery Store_Moderate,Small_Moderate,Tier 3_Moderate,368034.266,188340.1724,188340.1724,2306735.3406,188340.1724
DRG27,8.895,Low Fat,0.105274111,Dairy,39.9138,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.4346,DR,4.487217537942665,10,Drinks,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
DRI25,19.6,Low Fat,0.033970195,Soft Drinks,55.1614,OUT045,2002,Small,Tier 2,Supermarket Type1,1381.535,DR,2.814357142857143,7,Drinks,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDA44,19.7,Low Fat,0.053212652,Fruits and Vegetables,57.893,OUT035,2004,Small,Tier 2,Supermarket Type1,622.523,FD,2.9387309644670054,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCR17,9.8,Low Fat,0.024378706,Health and Hygiene,114.5492,OUT035,2004,Small,Tier 2,Supermarket Type1,1274.3412,NC,11.68869387755102,5,Non-Consumable,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDU04,7.93,Low Fat,0.009714595,Frozen Foods,120.0414,OUT019,1985,Small,Tier 1,Grocery Store,487.3656,FD,15.137629255989912,24,Food,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDF41,12.15,Low Fat,0.131383762,Frozen Foods,246.046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73,FD,20.250699588477364,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
FDB56,8.75,Regular,0.07461309,Fruits and Vegetables,187.4556,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,FD,21.423497142857144,5,Food,New,2268122.9354,2268122.9354,12917342.263,8958743.1406,6472313.7064,2268122.9354,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
NCP18,12.15,Low Fat,0.028459761,Household,149.9708,OUT027,1985,Medium,Tier 3,Supermarket Type3,4363.6532,NC,12.343275720164609,24,Non-Consumable,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDB56,8.75,Regular,0.074627201,Fruits and Vegetables,187.8556,OUT046,1997,Small,Tier 1,Supermarket Type1,1314.2892,FD,21.46921142857143,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDT28,13.3,Low Fat,0.063695084,Frozen Foods,151.0708,OUT045,2002,Small,Tier 2,Supermarket Type1,1805.6496,FD,11.358706766917292,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDD10,20.6,Regular,0.045797829,Snack Foods,178.5344,OUT027,1985,Medium,Tier 3,Supermarket Type3,2854.9504,FD,8.66671844660194,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
FDW57,8.31,Regular,0.115857223,Snack Foods,179.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,3896.2616,FD,21.552683513838748,10,Food,New,2183969.8102,2183969.8102,12917342.263,7489718.6916,4482059.072,2183969.8102,10508106.3466,Supermarket Type1_Medium,Supermarket Type1_Tier 1,Supermarket Type1_New,Medium_New,Tier 1_New,2183969.8102,4302364.9784,8656283.5166,4035792.6402,2183969.8102
DRB48,16.75,Regular,0.024832806,Soft Drinks,38.7822,OUT013,1987,High,Tier 3,Supermarket Type1,667.7974,DR,2.315355223880597,22,Drinks,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDP09,19.75,Low Fat,0.034027909,Snack Foods,212.0902,OUT018,2009,Medium,Tier 3,Supermarket Type2,3185.853,FD,10.73874430379747,0,Food,New,1851822.83,1851822.83,1851822.83,7489718.6916,7636752.632,1851822.83,10508106.3466,Supermarket Type2_Medium,Supermarket Type2_Tier 3,Supermarket Type2_New,Medium_New,Tier 3_New,1851822.83,1851822.83,1851822.83,4035792.6402,1851822.83
FDH14,17.1,Regular,0.0467696,Canned,141.1838,OUT013,1987,High,Tier 3,Supermarket Type1,2247.7408,FD,8.256362573099414,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDA47,10.5,Regular,0.116576702,Baking Goods,163.121,OUT013,1987,High,Tier 3,Supermarket Type1,1794.331,FD,15.535333333333334,22,Food,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDG12,6.635,Regular,0.006315707,Baking Goods,121.3098,OUT045,2002,Small,Tier 2,Supermarket Type1,2530.7058,FD,18.283315749811607,7,Food,New,2036725.477,2036725.477,12917342.263,8958743.1406,6472313.7064,2036725.477,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
DRE60,9.395,Low Fat,0.1977458405,Soft Drinks,225.372,OUT019,1985,Small,Tier 1,Grocery Store,679.116,DR,23.988504523682813,24,Drinks,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
DRK49,14.15,Low Fat,0.035913805,Soft Drinks,41.4138,OUT013,1987,High,Tier 3,Supermarket Type1,812.276,DR,2.9267703180212017,22,Drinks,Old,2142663.5782,2142663.5782,12917342.263,2142663.5782,7636752.632,2142663.5782,5776283.7232,Supermarket Type1_High,Supermarket Type1_Tier 3,Supermarket Type1_Old,High_Old,Tier 3_Old,2142663.5782,2142663.5782,2142663.5782,2142663.5782,5596589.6296
FDD03,13.3,Low Fat,0.079806266,Dairy,232.53,OUT046,1997,Small,Tier 1,Supermarket Type1,699.09,FD,17.48345864661654,12,Food,Moderate,2118395.1682,2118395.1682,12917342.263,8958743.1406,4482059.072,2118395.1682,2306735.3406,Supermarket Type1_Small,Supermarket Type1_Tier 1,Supermarket Type1_Moderate,Small_Moderate,Tier 1_Moderate,8590708.8746,4302364.9784,2118395.1682,2306735.3406,2118395.1682
FDS52,8.89,Low Fat,0.005505481,Frozen Foods,102.4016,OUT017,2007,Small,Tier 2,Supermarket Type1,2732.4432,FD,11.518740157480314,2,Food,New,2167465.2939999998,2167465.2939999998,12917342.263,8958743.1406,6472313.7064,2167465.2939999998,10508106.3466,Supermarket Type1_Small,Supermarket Type1_Tier 2,Supermarket Type1_New,Small_New,Tier 2_New,8590708.8746,6472313.7064,8656283.5166,6472313.7064,6472313.7064
FDW39,6.69,Regular,0.064625342,Meat,176.937,OUT019,1985,Small,Tier 1,Grocery Store,176.437,FD,26.44798206278027,24,Food,Old,179694.0936,179694.0936,368034.266,8958743.1406,4482059.072,3633620.145,5776283.7232,Grocery Store_Small,Grocery Store_Tier 1,Grocery Store_Old,Small_Old,Tier 1_Old,368034.266,179694.0936,179694.0936,179694.0936,179694.0936
FDX34,6.195,Low Fat,0.071636937,Snack Foods,121.7098,OUT027,1985,Medium,Tier 3,Supermarket Type3,4097.3332,FD,19.64645682001614,24,Food,Old,3453926.0513999998,3453926.0514,3453926.0513999998,7489718.6916,7636752.632,3633620.145,5776283.7232,Supermarket Type3_Medium,Supermarket Type3_Tier 3,Supermarket Type3_Old,Medium_Old,Tier 3_Old,3453926.0513999998,3453926.0513999998,3453926.0513999998,3453926.0513999998,5596589.6296
