Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Base,Z_Score,IQR_Outlier,Z_Outlier,Visibility_Outlier,Outlet_Age,Item_Category,Outlet_Identifier_Encoded
NCC31,8.02,Low Fat,0.019866705,Household,154.5972,OUT035,2004,Small,Tier 2,Supermarket Type1,1402.1748,NCC,-1.0077022707801166,False,False,False,21,Household,2438.841866021505
NCX54,9.195,Low Fat,0.048331717,Household,105.1622,OUT017,2007,Small,Tier 2,Supermarket Type1,1693.7952,NCX,-0.43810701678061353,False,False,False,18,Household,2340.67526349892
NCO55,12.8,Low Fat,0.091221855,Others,105.5938,OUT045,2002,Small,Tier 2,Supermarket Type1,2143.876,NCO,0.42014026055001724,False,False,False,23,Household,2192.384797631862
NCC30,16.6,Low Fat,0.027622076,Household,177.6344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2676.516,NCC,-0.8525144734025719,False,False,False,26,Household,2348.3546346236562
FDI16,14.0,Regular,0.1357192065,Frozen Foods,53.064,OUT035,2004,Small,Tier 2,Supermarket Type1,905.488,FDI,1.3105484651890196,False,False,False,21,Perishables,2438.841866021505
FDP16,18.6,Low Fat,0.039355947,Frozen Foods,246.3802,OUT049,1999,Medium,Tier 1,Supermarket Type1,7370.406,FDP,-0.6177154424855147,False,False,False,26,Perishables,2348.3546346236562
FDB11,16.0,Low Fat,0.060836524,Starchy Foods,226.8404,OUT035,2004,Small,Tier 2,Supermarket Type1,6301.1312,FDB,-0.1878812758120251,False,False,False,21,Staples,2438.841866021505
NCB06,17.6,Low Fat,0.082316506,Health and Hygiene,160.692,OUT035,2004,Small,Tier 2,Supermarket Type1,1597.92,NCB,0.24194098469482972,False,False,False,21,Household,2438.841866021505
FDA45,21.25,Low Fat,0.155350299,Snack Foods,178.237,OUT035,2004,Small,Tier 2,Supermarket Type1,529.311,FDA,1.7033737736352355,False,False,False,21,Staples,2438.841866021505
NCO26,7.235,Low Fat,0.076841095,Household,117.5492,OUT035,2004,Small,Tier 2,Supermarket Type1,1969.4364,NCO,0.13237601703218926,False,False,False,21,Household,2438.841866021505
DRJ25,14.6,Low Fat,0.151419185,Soft Drinks,50.3692,OUT017,2007,Small,Tier 2,Supermarket Type1,1034.6532,DRJ,1.6247107512085808,False,False,False,18,Staples,2340.67526349892
FDR28,13.85,Regular,0.026001976,Frozen Foods,161.521,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331,FDR,-0.8849332642678136,False,False,False,16,Perishables,1995.498739224138
FDI04,13.65,Regular,0.073209447,Frozen Foods,197.6426,OUT018,2009,Medium,Tier 3,Supermarket Type2,2768.3964,FDI,0.05970541829867082,False,False,False,16,Perishables,1995.498739224138
DRK12,9.5,Low Fat,0.041683481,Soft Drinks,31.29,OUT027,1985,Medium,Tier 3,Supermarket Type3,898.83,DRK,-0.5711406397093037,False,False,False,40,Staples,3694.0385576470585
FDX20,7.365,Low Fat,0.042560252,Fruits and Vegetables,226.172,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.208,FDX,-0.5535961327741091,False,False,False,28,Perishables,2277.8442668817206
NCI18,18.35,Low Fat,0.014081156,Household,223.5746,OUT018,2009,Medium,Tier 3,Supermarket Type2,3589.9936,NCI,-1.123473212741482,False,False,False,16,Household,1995.498739224138
FDB36,5.465,Regular,0.048486801,Baking Goods,132.5626,OUT018,2009,Medium,Tier 3,Supermarket Type2,262.3252,FDB,-0.4350037294757897,False,False,False,16,Staples,1995.498739224138
FDN13,18.6,Low Fat,0.152918384,Breakfast,99.8358,OUT017,2007,Small,Tier 2,Supermarket Type1,1910.1802,FDN,1.6547102690447508,False,False,False,18,Staples,2340.67526349892
DRD24,13.85,Low Fat,0.030969274,Soft Drinks,140.9154,OUT017,2007,Small,Tier 2,Supermarket Type1,1701.7848,DRD,-0.7855358227349862,False,False,False,18,Staples,2340.67526349892
FDQ28,14.0,Regular,0.060376776,Frozen Foods,154.5656,OUT013,1987,High,Tier 3,Supermarket Type1,2471.4496,FDQ,-0.19708100068253506,False,False,False,38,Perishables,2298.995255579399
FDM22,14.0,Regular,0.04192285,Snack Foods,54.764,OUT013,1987,High,Tier 3,Supermarket Type1,1331.6,FDM,-0.5663507788669965,False,False,False,38,Staples,2298.995255579399
FDR07,21.35,Low Fat,0.077367431,Fruits and Vegetables,97.0094,OUT027,1985,Medium,Tier 3,Supermarket Type3,1808.9786,FDR,0.14290819202684882,False,False,False,40,Perishables,3694.0385576470585
FDV25,5.905,Low Fat,0.045838211,Canned,222.5456,OUT018,2009,Medium,Tier 3,Supermarket Type2,3315.684,FDV,-0.4880029797058808,False,False,False,16,Staples,1995.498739224138
DRF49,7.27,Low Fat,0.071077939,Soft Drinks,114.2518,OUT046,1997,Small,Tier 1,Supermarket Type1,2618.5914,DRF,0.017053167153933308,False,False,False,28,Staples,2277.8442668817206
FDW51,6.155,Regular,0.094659871,Meat,214.556,OUT046,1997,Small,Tier 1,Supermarket Type1,2769.728,FDW,0.48893621246369834,False,False,False,28,Perishables,2277.8442668817206
DRL01,19.5,Regular,0.077608838,Soft Drinks,233.4958,OUT017,2007,Small,Tier 2,Supermarket Type1,5375.0034,DRL,0.14773883399117532,False,False,False,18,Staples,2340.67526349892
FDP25,15.2,Low Fat,0.021327477,Canned,216.8824,OUT017,2007,Small,Tier 2,Supermarket Type1,2838.9712,FDP,-0.9784716912049047,False,False,False,18,Staples,2340.67526349892
FDL50,12.15,Regular,0.042485444,Canned,125.0046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1743.0644,FDL,-0.5550930680910939,False,False,False,16,Staples,1995.498739224138
NCB30,14.6,Low Fat,0.025578526,Household,198.8084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5555.4352,NCB,-0.8934066529425165,False,False,False,40,Household,3694.0385576470585
FDW11,12.6,Low Fat,0.0489808,Breads,61.9194,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,FDW,-0.42511862962476915,False,False,False,16,Staples,1995.498739224138
NCM43,14.5,Low Fat,0.019471688,Others,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,NCM,-1.0156067047725954,False,False,False,21,Household,2438.841866021505
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,Small,Tier 2,Supermarket Type1,3823.0236,FDK,1.0544087111389886,False,False,False,18,Perishables,2340.67526349892
FDM15,11.8,Regular,0.057373797,Meat,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1,1360.2294,FDM,-0.25717170383278054,False,False,False,38,Perishables,2298.995255579399
FDS31,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,1987,High,Tier 3,Supermarket Type1,3969.4996,FDS,-0.5216726984719617,False,False,False,38,Perishables,2298.995255579399
FDI32,17.7,Low Fat,0.1977458405,Fruits and Vegetables,115.1834,OUT010,1998,Small,Tier 3,Grocery Store,345.5502,FDI,4.435090688704631,True,True,True,27,Perishables,339.351661981982
FDR47,17.85,Low Fat,0.087604647,Breads,196.5794,OUT010,1998,Small,Tier 3,Grocery Store,585.2382,FDR,0.34775861147398524,False,False,False,27,Staples,339.351661981982
FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,2002,Small,Tier 2,Supermarket Type1,1010.6844,FDB,-0.1095706959281203,False,False,False,23,Staples,2192.384797631862
NCU05,11.8,Low Fat,0.098312421,Health and Hygiene,81.4618,OUT010,1998,Small,Tier 3,Grocery Store,161.1236,NCU,0.5620250678274649,False,False,False,27,Household,339.351661981982
DRY23,9.395,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112,DRY,2.417010672016193,False,False,False,40,Staples,340.3297227272727
FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.7476,FDO,2.1280484480209125,False,False,False,23,Staples,2192.384797631862
FDQ28,14.0,Regular,0.060134441,Frozen Foods,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584,FDQ,-0.20193021226473892,False,False,False,40,Perishables,3694.0385576470585
FDV39,11.3,Low Fat,0.007294652,Meat,198.1426,OUT045,2002,Small,Tier 2,Supermarket Type1,988.713,FDV,-1.259273628692427,False,False,False,23,Perishables,2192.384797631862
NCO17,10.0,Low Fat,0.128478462,Health and Hygiene,117.944,OUT019,1985,Small,Tier 1,Grocery Store,239.688,NCO,1.1656585314478005,False,False,False,40,Household,340.3297227272727
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112,FDU,0.09768927151113886,False,False,False,38,Perishables,2298.995255579399
FDT12,6.215,Regular,0.049381406,Baking Goods,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4739.8302,FDT,-0.41710235770738063,False,False,False,40,Staples,3694.0385576470585
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016,FDK,-0.5014582486767167,False,False,False,16,Staples,1995.498739224138
FDO08,11.1,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,FDO,0.4788085469791558,False,False,False,40,Perishables,340.3297227272727
NCW29,14.0,Low Fat,0.028907832,Health and Hygiene,130.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986,NCW,-0.8267860277092629,False,False,False,26,Household,2348.3546346236562
FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.958,FDE,-1.0438626795647128,False,False,False,23,Perishables,2192.384797631862
NCB19,6.525,Low Fat,0.090436094,Household,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932,NCB,0.40441689685082366,False,False,False,26,Household,2348.3546346236562
FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368,FDV,1.5242692689292598,False,False,False,26,Perishables,2348.3546346236562
FDL58,5.78,Regular,0.074264356,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224,FDL,0.08081453147246345,False,False,False,26,Staples,2348.3546346236562
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,Small,Tier 2,Supermarket Type1,3124.5994,FDA,-0.4009876112969144,False,False,False,23,Perishables,2192.384797631862
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916,FDT,-0.9923953627784032,False,False,False,16,Perishables,1995.498739224138
NCX06,17.6,Low Fat,0.01561108,Household,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5070.7328,NCX,-1.092858876468589,False,False,False,40,Household,3694.0385576470585
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,FDT,-0.5769043449408701,False,False,False,28,Perishables,2277.8442668817206
FDB41,19.0,Regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078,FDB,0.54202887107337,False,False,False,28,Perishables,2277.8442668817206
NCN55,14.6,Low Fat,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845,NCN,-0.21296482749138118,False,False,False,26,Household,2348.3546346236562
FDE40,15.6,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596,FDE,0.5690533280178173,False,False,False,40,Perishables,3694.0385576470585
FDX49,4.615,Regular,0.101338651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69,FDX,0.6225810319532106,False,False,False,40,Staples,3694.0385576470585
NCM53,18.75,Low Fat,0.052146456,Health and Hygiene,104.628,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696,NCM,-0.36177270047515026,False,False,False,23,Household,2192.384797631862
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,FDE,-0.5695196801556774,False,False,False,21,Staples,2438.841866021505
FDN57,18.25,Low Fat,0.054344186,Snack Foods,140.2154,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848,FDN,-0.31779532299952057,False,False,False,23,Staples,2192.384797631862
FDI24,10.3,Low Fat,0.078362484,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,FDI,0.16281956484755813,False,False,False,40,Staples,3694.0385576470585
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,FDI,-0.3579184442163225,False,False,False,28,Perishables,2277.8442668817206
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,FDF,-0.5555029203684235,False,False,False,27,Staples,339.351661981982
FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,FDG,-0.08990334949751119,False,False,False,26,Perishables,2348.3546346236562
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,3630.6074,DRF,-0.9324951382839483,False,False,False,23,Staples,2192.384797631862
FDS45,5.175,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,FDS,-0.37183487203801985,False,False,False,40,Staples,340.3297227272727
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Small,Tier 3,Grocery Store,231.6984,FDX,1.9103593789724314,False,False,False,27,Perishables,339.351661981982
DRK12,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,DRK,-0.5672402995819724,False,False,False,21,Staples,2438.841866021505
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,DRC,-0.2428105656795054,False,False,False,21,Perishables,2438.841866021505
FDL58,5.78,Regular,0.074206715,Snack Foods,263.7568,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.568,FDL,0.07966111407584392,False,False,False,18,Staples,2340.67526349892
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1272.3438,NCD,-0.8668891585723372,False,False,False,23,Household,2192.384797631862
NCZ54,14.65,Low Fat,0.083488992,Household,161.5552,OUT010,1998,Small,Tier 3,Grocery Store,324.9104,NCZ,0.26540285644745226,False,False,False,27,Household,339.351661981982
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Small,Tier 3,Grocery Store,131.1626,FDE,1.6074123117206238,False,False,False,27,Staples,339.351661981982
FDR44,6.11,Regular,0.1030008935,Fruits and Vegetables,131.2968,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,FDR,0.6558431095871938,False,False,False,27,Perishables,339.351661981982
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,FDP,1.2956691886731315,False,False,False,27,Perishables,339.351661981982
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,FDX,1.719752076551156,False,False,False,38,Perishables,2298.995255579399
FDA39,6.32,Low Fat,0.012727832500000001,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,FDA,-1.1505537087105684,False,False,False,21,Perishables,2438.841866021505
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,FDY,1.2701584557411425,False,False,False,26,Staples,2348.3546346236562
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224,FDC,0.8983489421357764,False,False,False,18,Staples,2340.67526349892
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,FDH,0.796518040225737,False,False,False,28,Perishables,2277.8442668817206
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,3552.7088,FDT,-0.38395240814858617,False,False,False,18,Staples,2340.67526349892
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,DRJ,-0.1478316526625328,False,False,False,38,Staples,2298.995255579399
NCO07,9.06,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056,NCO,-1.0627252091515467,False,False,False,40,Household,340.3297227272727
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,FDW,-0.9224055525222729,False,False,False,38,Perishables,2298.995255579399
DRF27,8.93,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,DRF,-0.4096271060039442,False,False,False,40,Perishables,340.3297227272727
FDS49,9.0,Low Fat,0.079506434,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,FDS,0.1857104208504551,False,False,False,21,Staples,2438.841866021505
FDX25,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,FDX,0.6270416822854784,False,False,False,40,Staples,3694.0385576470585
NCX42,6.36,Low Fat,0.005949644,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,NCX,-1.2861877284789074,False,False,False,40,Household,3694.0385576470585
FDG33,5.365,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,FDG,1.387427353548061,False,False,False,40,Perishables,3694.0385576470585
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574,FDL,1.1167778543758269,False,False,False,23,Perishables,2192.384797631862
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,FDF,-0.8616671539071018,False,False,False,21,Staples,2438.841866021505
NCD06,13.0,Low Fat,0.099325278,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,NCD,0.5822927051704662,False,False,False,28,Household,2277.8442668817206
DRM47,9.3,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,DRM,-0.5333174697204934,False,False,False,40,Staples,3694.0385576470585
FDS46,17.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,FDS,0.25044490918513723,False,False,False,40,Staples,340.3297227272727
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,FDB,-0.11326907145067235,False,False,False,38,Staples,2298.995255579399
FDX21,7.05,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,FDX,0.28672544018537677,False,False,False,40,Staples,3694.0385576470585
NCU05,11.8,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,NCU,-0.23560037125882977,False,False,False,40,Household,3694.0385576470585
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Small,Tier 2,Supermarket Type1,6795.1548,NCR,0.87091033068572,False,False,False,23,Household,2192.384797631862
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,Small,Tier 2,Supermarket Type1,639.168,NCR,-0.9929585144550407,False,False,False,18,Household,2340.67526349892
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,NCU,-0.36380335222319343,False,False,False,21,Household,2438.841866021505
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,7222.5984,FDY,-0.14930319482748491,False,False,False,18,Perishables,2340.67526349892
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,DRJ,0.3552147732900782,False,False,False,21,Perishables,2438.841866021505
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,FDK,-1.2049300221715518,False,False,False,21,Staples,2438.841866021505
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,FDY,-0.7259671899838979,False,False,False,38,Staples,2298.995255579399
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,FDU,-0.2363432960464688,False,False,False,21,Perishables,2438.841866021505
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,FDL,-0.8628321573045306,False,False,False,26,Perishables,2348.3546346236562
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,2007,Small,Tier 2,Supermarket Type1,5259.82,FDF,-0.8645045434938728,False,False,False,18,Perishables,2340.67526349892
DRF15,18.35,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,DRF,-0.24157138386238797,False,False,False,40,Perishables,340.3297227272727
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,FDL,1.1748472706284243,False,False,False,16,Perishables,1995.498739224138
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,FDV,0.37260466014193494,False,False,False,26,Perishables,2348.3546346236562
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,FDJ,0.4672833776768013,False,False,False,38,Staples,2298.995255579399
